ID,Gender,Age,Major,Sleep,Study,Social_Hours,Attendance,Lifestyle_Cluster,P_CGPA,F_CGPA,CGPA_Diff
ID00275,Male,18,Computer Science,4.6,7.2,7,100.0,Type_B,3.38,3.63,0.25
ID00276,Male,21,Mathematics,7.8,2.5,6,95.9,Type_A,2.26,2.62,0.3600000000000003
ID00277,Female,20,Computer Science,8.5,5.5,9,83.8,Type_A,3.06,3.54,0.48
ID00278,Female,21,Mathematics,8.4,5.7,5,100.0,Type_A,2.82,3.14,0.3200000000000003
ID00279,Female,19,Economics,5.7,4.1,11,52.1,Type_C,3.23,2.72,-0.5099999999999998
ID00280,Female,22,Engineering,7.6,4.8,6,63.7,Type_C,2.89,3.16,0.27
ID00281,Female,22,Business,6.3,5.3,11,95.2,Type_B,2.96,3.35,0.3900000000000001
ID00282,Male,24,Economics,5.1,4.6,3,85.2,Type_B,3.33,3.44,0.10999999999999988
ID00283,Male,22,Business,5.9,2.4,6,94.1,Type_B,2.88,2.93,0.050000000000000266
ID00284,Male,22,Engineering,4.0,1.4,7,86.0,Type_B,3.16,3.13,-0.03000000000000025
ID00285,Female,22,Psychology,5.4,2.7,7,93.6,Type_B,2.34,2.4,0.06000000000000005
ID00286,Male,22,Computer Science,4.8,3.2,9,72.8,Type_B,2.68,2.45,-0.22999999999999998
ID00287,Male,18,Computer Science,7.3,8.7,8,93.6,Type_B,3.43,4.0,0.5699999999999998
ID00288,Male,20,Business,7.4,1.8,10,99.9,Type_A,2.48,2.6,0.1200000000000001
ID00289,Male,24,Business,4.5,9.4,4,100.0,Type_B,3.72,4.0,0.2799999999999998
ID00290,Female,22,Business,8.2,11.1,5,100.0,Type_A,3.59,4.0,0.41000000000000014
ID00291,Male,24,Engineering,6.1,2.7,4,88.7,Type_A,2.97,3.33,0.3599999999999999
ID00292,Male,20,Psychology,5.4,10.9,4,89.1,Type_B,4.0,4.0,0.0
ID00293,Female,23,Computer Science,4.3,3.7,7,62.2,Type_C,3.72,3.84,0.11999999999999966
ID00294,Male,22,Economics,5.8,3.4,6,77.0,Type_C,2.63,2.58,-0.04999999999999982
ID00295,Male,24,Mathematics,6.8,8.7,7,82.1,Type_B,3.47,4.0,0.5299999999999998
ID00296,Male,21,Engineering,8.5,4.7,8,100.0,Type_A,3.13,3.37,0.2400000000000002
ID00297,Female,24,Computer Science,6.8,4.3,12,75.8,Type_C,2.71,2.75,0.040000000000000036
ID00298,Male,22,Psychology,6.5,2.7,9,96.9,Type_B,2.57,2.7,0.13000000000000034
ID00299,Female,19,Engineering,7.9,2.8,2,85.0,Type_A,3.6,3.96,0.3599999999999999
ID00300,Male,18,Economics,7.2,4.3,6,82.3,Type_A,2.8,3.07,0.27
ID00301,Male,21,Computer Science,4.7,8.7,10,88.7,Type_B,3.05,3.37,0.3200000000000003
ID00302,Male,21,Engineering,6.3,1.8,12,79.1,Type_C,2.64,2.42,-0.2200000000000002
ID00303,Male,19,Computer Science,6.1,3.9,4,78.6,Type_C,2.73,2.86,0.1299999999999999
ID00304,Female,22,Computer Science,6.8,1.6,6,59.4,Type_C,3.04,2.56,-0.48
ID00305,Female,18,Psychology,6.3,2.6,10,81.3,Type_B,3.29,3.68,0.3900000000000001
ID00306,Female,21,Mathematics,5.8,6.0,9,77.8,Type_B,1.81,2.02,0.20999999999999996
ID00307,Male,18,Psychology,9.2,2.3,5,77.3,Type_A,3.11,2.91,-0.19999999999999973
ID00308,Male,21,Computer Science,6.9,7.5,9,91.3,Type_B,2.73,3.37,0.6400000000000001
ID00309,Female,22,Engineering,7.7,2.2,8,94.9,Type_A,3.8,4.0,0.20000000000000018
ID00310,Male,23,Economics,6.8,2.9,10,88.5,Type_B,4.0,4.0,0.0
ID00311,Male,21,Psychology,8.2,1.1,3,99.9,Type_A,2.92,2.95,0.03000000000000025
ID00312,Male,23,Mathematics,6.9,7.5,7,93.6,Type_B,2.24,2.94,0.6999999999999997
ID00313,Male,21,Computer Science,8.5,6.9,7,80.6,Type_A,3.16,3.75,0.5899999999999999
ID00314,Female,20,Economics,4.0,1.6,7,78.1,Type_B,3.0,2.78,-0.2200000000000002
ID00315,Female,22,Psychology,7.1,3.4,14,89.7,Type_B,4.0,4.0,0.0
ID00316,Female,19,Psychology,7.4,3.2,7,93.6,Type_A,3.93,4.0,0.06999999999999984
ID00317,Male,23,Psychology,7.5,3.0,7,100.0,Type_A,3.53,3.86,0.33000000000000007
ID00318,Male,19,Psychology,5.4,11.2,8,100.0,Type_B,2.81,3.62,0.81
ID00319,Male,22,Economics,5.9,3.0,5,76.9,Type_C,3.44,3.46,0.020000000000000018
ID00320,Male,24,Engineering,5.4,2.3,7,83.5,Type_B,3.23,3.53,0.2999999999999998
ID00321,Male,19,Mathematics,7.7,1.2,12,95.1,Type_A,3.22,3.52,0.2999999999999998
ID00322,Female,22,Mathematics,8.4,2.4,4,100.0,Type_A,2.32,2.43,0.11000000000000032
ID00323,Female,19,Computer Science,4.5,8.7,4,99.1,Type_B,3.63,4.0,0.3700000000000001
ID00324,Male,23,Business,7.3,4.6,10,84.0,Type_B,3.15,3.52,0.3700000000000001
ID00325,Female,20,Engineering,5.7,4.6,5,66.2,Type_C,3.05,2.99,-0.05999999999999961
ID00326,Female,19,Computer Science,9.6,2.5,5,70.0,Type_A,2.8,2.55,-0.25
ID00327,Female,23,Computer Science,7.8,7.9,9,89.1,Type_B,2.7,3.17,0.46999999999999975
ID00328,Female,21,Psychology,6.5,5.6,10,90.1,Type_B,3.26,3.49,0.23000000000000043
ID00329,Male,22,Business,6.8,3.1,8,68.5,Type_C,2.23,2.3,0.06999999999999984
ID00330,Male,18,Business,8.9,2.1,9,85.7,Type_A,3.49,3.69,0.19999999999999973
ID00331,Male,24,Engineering,7.1,3.9,8,94.5,Type_A,2.57,2.88,0.31000000000000005
ID00332,Female,18,Business,4.3,2.2,5,67.7,Type_C,2.07,2.12,0.050000000000000266
ID00333,Male,22,Computer Science,9.3,3.6,6,100.0,Type_A,4.0,4.0,0.0
ID00334,Male,20,Business,8.2,4.4,18,79.3,Type_C,2.67,2.24,-0.4299999999999997
ID00335,Male,19,Business,6.2,2.6,9,100.0,Type_B,2.74,2.97,0.22999999999999998
ID00336,Male,20,Mathematics,7.9,0.7,7,77.0,Type_C,3.67,3.56,-0.10999999999999988
ID00337,Female,18,Computer Science,6.1,5.2,6,69.6,Type_C,4.0,4.0,0.0
ID00338,Female,24,Economics,6.0,2.6,10,78.1,Type_C,2.33,2.22,-0.10999999999999988
ID00339,Male,23,Business,6.8,4.4,11,83.6,Type_B,2.62,2.89,0.27
ID00340,Male,24,Business,7.9,3.7,4,79.2,Type_A,2.66,2.61,-0.050000000000000266
ID00341,Male,22,Psychology,7.7,10.1,8,81.8,Type_B,3.57,4.0,0.43000000000000016
ID00342,Male,22,Business,8.4,4.1,14,90.0,Type_A,3.92,4.0,0.08000000000000007
ID00343,Male,20,Business,7.7,6.8,9,82.4,Type_A,2.56,3.0,0.43999999999999995
ID00344,Male,23,Mathematics,9.2,3.2,6,84.0,Type_A,3.81,4.0,0.18999999999999995
ID00345,Male,20,Computer Science,9.6,2.2,4,59.4,Type_C,2.75,2.18,-0.5699999999999998
ID00346,Female,19,Engineering,7.5,5.3,8,90.9,Type_A,3.27,3.74,0.4700000000000002
ID00347,Female,21,Computer Science,6.5,2.5,6,83.7,Type_A,2.46,2.8,0.33999999999999986
ID00348,Male,23,Psychology,6.7,6.2,8,100.0,Type_B,3.04,3.33,0.29000000000000004
ID00349,Male,21,Computer Science,4.1,1.8,3,70.9,Type_C,3.04,2.76,-0.28000000000000025
ID00350,Female,24,Business,7.0,4.9,3,57.9,Type_C,2.94,2.72,-0.21999999999999975
ID00351,Male,19,Psychology,6.1,4.0,5,94.3,Type_B,3.29,3.77,0.48
ID00352,Female,21,Computer Science,5.9,9.0,10,90.2,Type_B,2.6,3.19,0.5899999999999999
ID00353,Female,18,Psychology,6.9,5.2,5,69.9,Type_C,2.66,2.92,0.2599999999999998
ID00354,Male,24,Engineering,4.0,3.7,6,62.1,Type_C,3.32,3.4,0.08000000000000007
ID00355,Male,21,Computer Science,6.7,6.4,13,100.0,Type_B,3.77,4.0,0.22999999999999998
ID00356,Female,19,Economics,7.3,0.7,4,100.0,Type_A,3.09,3.32,0.22999999999999998
ID00357,Male,21,Business,4.7,5.6,8,47.7,Type_C,3.35,3.25,-0.10000000000000009
ID00358,Female,22,Psychology,9.0,5.9,11,78.1,Type_C,3.48,3.62,0.14000000000000012
ID00359,Female,20,Economics,7.7,6.3,13,100.0,Type_B,3.52,3.93,0.41000000000000014
ID00360,Female,18,Economics,8.9,6.0,12,77.9,Type_C,2.62,2.61,-0.010000000000000231
ID00361,Male,22,Mathematics,7.7,5.5,14,77.6,Type_C,2.71,2.78,0.06999999999999984
ID00362,Female,22,Psychology,7.5,3.3,8,80.8,Type_A,2.75,3.06,0.31000000000000005
ID00363,Male,19,Economics,9.3,4.4,6,68.2,Type_C,4.0,3.91,-0.08999999999999986
ID00364,Male,20,Mathematics,9.0,2.7,9,59.4,Type_C,3.35,2.81,-0.54
ID00365,Female,20,Economics,9.9,2.4,8,100.0,Type_A,3.33,3.54,0.20999999999999996
ID00366,Male,23,Business,6.8,3.3,9,57.4,Type_C,3.28,3.14,-0.13999999999999968
ID00367,Female,24,Engineering,5.8,3.6,3,88.7,Type_A,2.44,2.67,0.22999999999999998
ID00368,Female,18,Mathematics,5.3,5.1,10,98.3,Type_B,4.0,4.0,0.0
ID00369,Male,24,Engineering,5.5,8.2,4,63.2,Type_C,3.34,3.63,0.29000000000000004
ID00370,Male,19,Psychology,8.0,6.8,7,71.1,Type_C,3.46,3.75,0.29000000000000004
ID00371,Male,18,Business,10.0,4.8,8,100.0,Type_A,2.22,2.59,0.36999999999999966
ID00372,Male,23,Mathematics,9.3,7.7,2,93.0,Type_A,3.49,3.99,0.5
ID00373,Male,21,Psychology,6.7,4.1,5,75.7,Type_C,2.92,3.09,0.16999999999999993
ID00374,Female,22,Economics,8.1,5.5,11,100.0,Type_A,2.44,2.9,0.45999999999999996
ID00375,Male,18,Computer Science,6.2,3.3,7,100.0,Type_B,2.62,3.09,0.46999999999999975
ID00376,Male,24,Psychology,6.3,4.0,6,89.0,Type_B,2.47,2.86,0.3899999999999997
ID00377,Female,22,Engineering,5.4,3.5,5,71.5,Type_C,2.46,2.34,-0.1200000000000001
ID00378,Male,19,Business,5.5,1.3,7,78.8,Type_C,3.13,2.78,-0.3500000000000001
ID00379,Female,24,Business,7.8,1.3,10,89.3,Type_A,2.91,3.21,0.2999999999999998
ID00380,Male,21,Psychology,9.2,1.6,14,82.2,Type_C,3.27,3.26,-0.010000000000000231
ID00381,Male,19,Economics,8.6,4.9,10,99.1,Type_A,3.94,4.0,0.06000000000000005
ID00382,Female,21,Computer Science,9.2,8.3,9,62.1,Type_C,3.04,3.17,0.1299999999999999
ID00383,Female,21,Engineering,8.2,7.7,8,62.6,Type_C,1.98,2.27,0.29000000000000004
ID00384,Female,22,Psychology,6.9,1.3,8,87.7,Type_A,2.98,3.2,0.2200000000000002
ID00385,Female,19,Psychology,6.2,5.6,10,77.6,Type_B,3.7,3.81,0.10999999999999988
ID00386,Female,19,Business,7.9,2.9,8,75.6,Type_C,3.06,3.0,-0.06000000000000005
ID00387,Male,18,Engineering,4.5,2.3,6,58.5,Type_C,3.86,3.25,-0.6099999999999999
ID00388,Male,24,Computer Science,6.1,4.4,11,85.3,Type_B,3.33,3.5,0.16999999999999993
ID00389,Female,19,Business,5.8,2.9,14,84.2,Type_B,2.18,2.38,0.19999999999999973
ID00390,Female,18,Psychology,8.9,1.5,8,94.8,Type_A,3.15,3.44,0.29000000000000004
ID00391,Female,20,Business,4.9,2.1,10,86.0,Type_B,3.25,3.44,0.18999999999999995
ID00392,Male,20,Business,8.4,3.3,10,83.0,Type_A,3.64,4.0,0.3599999999999999
ID00393,Male,20,Mathematics,7.6,8.2,10,100.0,Type_B,4.0,4.0,0.0
ID00394,Female,23,Business,7.6,1.2,13,65.3,Type_C,3.55,3.33,-0.21999999999999975
ID00395,Male,19,Economics,6.3,1.8,9,93.0,Type_B,3.32,3.62,0.30000000000000027
ID00396,Female,23,Business,4.8,3.4,10,59.9,Type_C,3.44,3.03,-0.41000000000000014
ID00397,Female,24,Economics,7.8,2.5,9,72.4,Type_C,3.02,2.88,-0.14000000000000012
ID00398,Male,19,Engineering,8.3,5.2,4,66.8,Type_C,2.37,2.28,-0.0900000000000003
ID00399,Female,18,Business,7.7,3.5,8,96.7,Type_A,3.12,3.34,0.21999999999999975
ID00400,Female,23,Computer Science,6.8,1.5,4,84.0,Type_A,3.28,3.6,0.3200000000000003
ID00401,Male,23,Economics,5.3,2.9,10,84.8,Type_B,2.5,2.64,0.14000000000000012
ID00402,Female,24,Economics,6.1,4.5,5,68.4,Type_C,3.76,3.74,-0.019999999999999574
ID00403,Male,23,Psychology,7.7,5.9,4,80.5,Type_A,3.6,4.0,0.3999999999999999
ID00404,Female,21,Engineering,5.8,1.8,10,73.5,Type_C,2.41,2.06,-0.3500000000000001
ID00405,Male,18,Business,5.6,4.6,12,90.8,Type_B,3.78,4.0,0.2200000000000002
ID00406,Female,20,Computer Science,4.8,3.3,6,70.1,Type_C,2.95,3.05,0.09999999999999964
ID00407,Male,18,Psychology,7.8,7.6,8,100.0,Type_A,2.71,3.29,0.5800000000000001
ID00408,Male,21,Engineering,7.8,2.9,6,59.9,Type_C,3.64,3.35,-0.29000000000000004
ID00409,Female,24,Economics,8.7,1.5,12,72.9,Type_C,3.07,2.72,-0.34999999999999964
ID00410,Male,24,Computer Science,4.0,2.6,4,100.0,Type_B,4.0,4.0,0.0
ID00411,Male,19,Business,8.8,0.9,12,78.5,Type_C,2.67,2.41,-0.2599999999999998
ID00412,Female,18,Mathematics,8.7,1.0,4,65.3,Type_C,2.23,2.14,-0.08999999999999986
ID00413,Female,24,Mathematics,8.8,1.2,13,88.3,Type_A,2.96,3.19,0.22999999999999998
ID00414,Female,23,Engineering,7.2,5.2,4,77.9,Type_A,3.49,3.47,-0.020000000000000018
ID00415,Female,24,Computer Science,7.3,4.9,12,72.5,Type_C,2.64,2.74,0.10000000000000009
ID00416,Male,24,Psychology,7.3,5.4,3,68.6,Type_C,2.43,2.69,0.2599999999999998
ID00417,Male,24,Computer Science,5.6,2.7,8,100.0,Type_B,3.21,3.44,0.22999999999999998
ID00418,Male,24,Economics,5.7,2.1,10,81.2,Type_B,2.37,2.52,0.1499999999999999
ID00419,Female,20,Mathematics,7.3,12.2,10,56.1,Type_C,3.25,3.57,0.31999999999999984
ID00420,Female,20,Engineering,6.6,4.3,11,100.0,Type_B,2.93,3.48,0.5499999999999998
ID00421,Female,19,Business,8.1,2.0,6,94.2,Type_A,3.35,3.39,0.040000000000000036
ID00422,Female,24,Computer Science,6.5,8.8,7,73.5,Type_B,2.41,2.57,0.1599999999999997
ID00423,Male,18,Mathematics,4.8,8.1,8,71.0,Type_B,3.75,4.0,0.25
ID00424,Male,21,Psychology,4.9,5.7,6,95.1,Type_B,3.01,3.24,0.23000000000000043
ID00425,Male,19,Engineering,5.9,3.6,6,81.3,Type_B,3.48,3.85,0.3700000000000001
ID00426,Male,18,Business,8.1,2.3,11,56.1,Type_C,3.58,3.07,-0.5100000000000002
ID00427,Male,24,Computer Science,6.2,3.0,9,100.0,Type_B,2.52,2.63,0.10999999999999988
ID00428,Female,22,Psychology,7.4,7.5,9,78.5,Type_C,3.54,3.73,0.18999999999999995
ID00429,Male,24,Business,4.5,2.5,5,100.0,Type_B,2.39,2.38,-0.010000000000000231
ID00430,Male,20,Economics,7.2,1.7,6,100.0,Type_A,2.41,2.53,0.11999999999999966
ID00431,Male,21,Mathematics,7.1,5.6,7,70.0,Type_C,4.0,4.0,0.0
ID00432,Female,23,Economics,8.8,3.9,11,100.0,Type_A,3.66,3.72,0.06000000000000005
ID00433,Female,21,Mathematics,7.2,2.6,6,75.2,Type_C,4.0,3.79,-0.20999999999999996
ID00434,Male,23,Psychology,8.1,2.7,6,57.0,Type_C,2.91,2.36,-0.5500000000000003
ID00435,Male,21,Economics,9.9,0.8,12,78.6,Type_A,3.15,2.93,-0.21999999999999975
ID00436,Female,20,Mathematics,7.1,2.9,3,91.0,Type_A,3.36,3.84,0.48
ID00437,Male,23,Engineering,9.3,7.1,7,78.1,Type_A,3.09,3.03,-0.06000000000000005
ID00438,Female,18,Psychology,7.2,2.1,7,80.4,Type_A,2.73,3.03,0.2999999999999998
ID00439,Female,23,Mathematics,6.2,13.3,8,100.0,Type_B,2.65,3.46,0.81
ID00440,Male,19,Computer Science,6.8,3.9,7,86.6,Type_A,3.21,3.38,0.16999999999999993
ID00441,Male,18,Mathematics,6.2,1.4,7,72.4,Type_C,2.57,2.3,-0.27
ID00442,Female,19,Economics,6.3,0.2,5,95.5,Type_A,2.55,2.6,0.050000000000000266
ID00443,Male,24,Engineering,6.1,4.5,8,88.0,Type_B,3.3,3.75,0.4500000000000002
ID00444,Male,21,Business,6.5,2.1,8,47.2,Type_C,3.05,2.89,-0.1599999999999997
ID00445,Female,18,Business,8.1,5.7,8,91.4,Type_A,3.57,3.93,0.3600000000000003
ID00446,Female,21,Mathematics,4.4,7.8,7,90.9,Type_B,2.89,3.15,0.2599999999999998
ID00447,Female,24,Business,7.4,6.4,6,85.3,Type_A,2.81,3.18,0.3700000000000001
ID00448,Female,22,Mathematics,7.2,6.3,9,98.4,Type_B,3.31,3.95,0.6400000000000001
ID00449,Male,21,Engineering,9.1,3.0,6,74.9,Type_A,2.69,2.4,-0.29000000000000004
ID00450,Male,24,Business,6.5,2.2,8,90.0,Type_A,2.77,3.07,0.2999999999999998
ID00451,Female,21,Economics,8.7,5.3,11,61.5,Type_C,2.79,2.68,-0.10999999999999988
ID00452,Female,24,Economics,5.7,2.3,7,91.1,Type_B,3.0,2.99,-0.009999999999999787
ID00453,Male,19,Computer Science,6.3,3.1,10,100.0,Type_B,3.99,4.0,0.009999999999999787
ID00454,Female,24,Mathematics,7.6,2.3,12,70.1,Type_C,2.41,2.55,0.13999999999999968
ID00455,Male,23,Business,7.9,2.5,8,73.6,Type_C,3.75,3.83,0.08000000000000007
ID00456,Male,22,Economics,6.6,5.6,12,74.3,Type_C,3.47,3.47,0.0
ID00457,Male,21,Engineering,7.3,2.4,12,86.9,Type_A,3.88,3.98,0.10000000000000009
ID00458,Male,24,Engineering,6.8,5.6,11,69.1,Type_C,4.0,4.0,0.0
ID00459,Male,24,Computer Science,8.2,7.7,9,91.3,Type_A,3.82,4.0,0.18000000000000016
ID00460,Male,21,Engineering,6.8,2.8,8,97.7,Type_A,3.56,3.81,0.25
ID00461,Male,22,Engineering,6.7,1.9,6,93.0,Type_A,2.44,2.81,0.3700000000000001
ID00462,Female,22,Business,8.5,6.9,3,58.5,Type_C,2.51,2.31,-0.19999999999999973
ID00463,Female,24,Mathematics,7.3,4.7,3,99.9,Type_A,3.28,3.82,0.54
ID00464,Female,18,Psychology,8.0,2.4,6,99.1,Type_A,2.25,2.64,0.3900000000000001
ID00465,Female,19,Engineering,10.0,3.2,2,97.5,Type_A,3.41,3.64,0.22999999999999998
ID00466,Male,22,Engineering,4.0,5.0,3,90.6,Type_B,2.03,2.45,0.4200000000000004
ID00467,Male,22,Psychology,5.5,1.3,14,88.3,Type_B,3.68,3.63,-0.050000000000000266
ID00468,Female,20,Engineering,5.6,9.6,7,100.0,Type_B,2.94,3.35,0.41000000000000014
ID00469,Male,23,Business,5.7,6.5,9,100.0,Type_B,3.16,3.62,0.45999999999999996
ID00470,Female,22,Business,9.1,4.0,7,70.7,Type_C,2.73,2.48,-0.25
ID00471,Male,19,Psychology,4.0,9.3,6,100.0,Type_B,2.15,2.47,0.3200000000000003
ID00472,Female,23,Economics,7.7,8.4,11,83.7,Type_B,3.72,4.0,0.2799999999999998
ID00473,Male,23,Engineering,4.7,3.5,4,83.1,Type_B,3.77,4.0,0.22999999999999998
ID00474,Female,21,Economics,7.0,3.3,8,62.0,Type_C,2.92,3.13,0.20999999999999996
ID00475,Male,21,Engineering,7.4,3.4,5,80.7,Type_A,3.43,3.81,0.3799999999999999
ID00476,Female,21,Mathematics,8.4,5.4,12,70.0,Type_C,2.9,3.1,0.20000000000000018
ID00477,Male,21,Engineering,6.6,5.2,9,78.0,Type_C,3.24,3.49,0.25
ID00478,Female,20,Business,6.7,1.0,1,68.5,Type_C,3.48,3.26,-0.2200000000000002
ID00479,Female,22,Computer Science,4.0,5.0,6,78.3,Type_B,3.38,3.34,-0.040000000000000036
ID00480,Male,21,Computer Science,10.0,5.0,12,78.9,Type_A,3.77,3.82,0.04999999999999982
ID00481,Female,24,Computer Science,7.5,3.4,8,86.5,Type_A,3.36,3.54,0.18000000000000016
ID00482,Female,18,Computer Science,7.7,4.1,10,60.8,Type_C,3.11,3.09,-0.020000000000000018
ID00483,Male,21,Economics,8.6,1.2,9,63.3,Type_C,2.72,2.63,-0.0900000000000003
ID00484,Female,22,Economics,6.9,1.7,12,90.4,Type_B,2.86,3.03,0.16999999999999993
ID00485,Female,21,Engineering,7.6,2.3,12,73.0,Type_C,3.51,3.65,0.14000000000000012
ID00486,Female,20,Economics,8.1,5.5,10,100.0,Type_A,2.35,2.64,0.29000000000000004
ID00487,Male,19,Engineering,4.8,7.9,5,88.4,Type_B,3.65,3.98,0.33000000000000007
ID00488,Male,19,Mathematics,7.8,5.3,7,94.1,Type_A,2.96,3.26,0.2999999999999998
ID00489,Female,22,Engineering,10.0,4.3,11,100.0,Type_A,2.69,3.03,0.33999999999999986
ID00490,Female,24,Computer Science,9.6,6.0,7,80.4,Type_A,2.55,2.85,0.30000000000000027
ID00491,Male,19,Psychology,9.3,0.5,11,76.4,Type_C,3.44,3.11,-0.33000000000000007
ID00492,Female,19,Psychology,9.9,7.6,7,98.1,Type_A,3.09,3.6,0.5100000000000002
ID00493,Male,18,Business,5.1,3.7,7,92.6,Type_B,3.89,4.0,0.10999999999999988
ID00494,Male,22,Business,6.2,7.0,7,82.2,Type_B,2.47,3.11,0.6399999999999997
ID00495,Male,24,Engineering,5.6,5.7,8,100.0,Type_B,2.81,3.16,0.3500000000000001
ID00496,Male,22,Psychology,10.0,2.4,10,81.8,Type_A,3.05,3.41,0.3600000000000003
ID00497,Female,19,Computer Science,7.4,4.6,2,85.5,Type_A,2.72,3.05,0.3299999999999996
ID00498,Male,19,Economics,4.9,2.5,7,85.3,Type_B,3.1,3.19,0.08999999999999986
ID00499,Female,19,Computer Science,5.3,5.2,9,71.0,Type_C,3.26,3.33,0.07000000000000028
ID00500,Female,23,Computer Science,7.2,10.2,6,86.2,Type_B,3.34,4.0,0.6600000000000001
ID00501,Female,20,Engineering,5.0,5.2,9,100.0,Type_B,3.85,3.97,0.1200000000000001
ID00502,Male,21,Engineering,9.8,2.3,5,91.7,Type_A,2.45,2.68,0.22999999999999998
ID00503,Male,20,Mathematics,8.2,6.6,7,85.5,Type_A,3.27,3.52,0.25
ID00504,Female,22,Computer Science,7.5,2.2,5,82.6,Type_A,2.78,3.22,0.4400000000000004
ID00505,Female,18,Computer Science,5.4,7.8,7,90.0,Type_B,3.32,3.79,0.4700000000000002
ID00506,Male,21,Engineering,5.0,2.0,8,96.2,Type_B,3.32,3.32,0.0
ID00507,Female,18,Engineering,7.5,7.2,11,94.1,Type_B,2.61,2.94,0.33000000000000007
ID00508,Female,24,Mathematics,7.2,2.9,8,80.0,Type_C,2.65,3.1,0.4500000000000002
ID00509,Female,23,Mathematics,5.1,5.5,8,89.9,Type_B,3.36,3.83,0.4700000000000002
ID00510,Female,22,Business,6.9,6.6,4,92.2,Type_A,3.11,3.56,0.4500000000000002
ID00511,Female,23,Psychology,6.9,4.5,9,69.9,Type_C,2.99,2.9,-0.0900000000000003
ID00512,Male,22,Computer Science,8.1,3.1,6,87.5,Type_A,3.43,3.59,0.1599999999999997
ID00513,Female,18,Computer Science,10.0,4.6,9,52.6,Type_C,3.47,3.25,-0.2200000000000002
ID00514,Female,18,Mathematics,4.0,3.7,10,92.2,Type_B,2.84,3.14,0.30000000000000027
ID00515,Male,18,Mathematics,8.2,4.0,6,94.9,Type_A,2.67,3.07,0.3999999999999999
ID00516,Male,22,Business,6.0,1.3,4,96.2,Type_A,2.47,2.79,0.31999999999999984
ID00517,Male,19,Psychology,7.6,5.9,8,79.1,Type_C,3.12,3.2,0.08000000000000007
ID00518,Female,18,Business,7.2,4.5,4,89.6,Type_A,2.39,2.7,0.31000000000000005
ID00519,Female,23,Psychology,7.8,1.1,14,100.0,Type_A,3.15,3.41,0.26000000000000023
ID00520,Male,24,Economics,5.1,3.2,6,100.0,Type_B,3.71,3.84,0.1299999999999999
ID00521,Female,21,Computer Science,8.5,0.8,7,84.6,Type_A,2.92,3.16,0.2400000000000002
ID00522,Male,22,Business,7.1,4.1,3,87.1,Type_A,2.83,3.12,0.29000000000000004
ID00523,Female,23,Mathematics,9.1,5.4,7,100.0,Type_A,4.0,4.0,0.0
ID00524,Female,20,Business,9.4,2.6,10,62.5,Type_C,3.85,3.55,-0.30000000000000027
ID00525,Female,24,Economics,7.4,2.5,9,80.2,Type_C,2.72,2.84,0.11999999999999966
ID00526,Male,20,Business,8.5,3.1,7,100.0,Type_A,3.17,3.23,0.06000000000000005
ID00527,Male,21,Computer Science,8.4,2.5,8,99.6,Type_A,3.26,3.37,0.11000000000000032
ID00528,Male,19,Economics,9.0,2.2,7,90.5,Type_A,3.2,3.21,0.009999999999999787
ID00529,Male,18,Mathematics,8.9,1.0,3,62.4,Type_C,4.0,3.78,-0.2200000000000002
ID00530,Female,22,Mathematics,5.3,2.4,3,84.3,Type_B,3.14,3.22,0.08000000000000007
ID00531,Female,23,Engineering,7.4,1.3,12,76.2,Type_C,3.22,3.04,-0.18000000000000016
ID00532,Female,18,Economics,4.9,7.6,4,90.0,Type_B,3.44,3.85,0.41000000000000014
ID00533,Female,23,Engineering,6.2,8.3,10,72.9,Type_B,3.69,4.0,0.31000000000000005
ID00534,Female,22,Engineering,6.3,5.2,3,69.6,Type_C,3.57,3.78,0.20999999999999996
ID00535,Female,20,Computer Science,7.9,7.3,9,54.0,Type_C,3.37,3.44,0.06999999999999984
ID00536,Female,18,Business,6.7,2.3,12,100.0,Type_B,2.32,2.78,0.45999999999999996
ID00537,Female,21,Mathematics,6.8,5.4,7,79.0,Type_C,2.86,2.78,-0.08000000000000007
ID00538,Male,19,Mathematics,8.5,5.3,7,87.4,Type_A,3.51,3.9,0.3900000000000001
ID00539,Male,21,Business,8.3,4.7,7,85.0,Type_A,3.23,3.36,0.1299999999999999
ID00540,Male,19,Mathematics,7.4,3.0,17,69.0,Type_C,3.51,3.38,-0.1299999999999999
ID00541,Female,24,Business,8.1,3.9,6,66.1,Type_C,4.0,3.84,-0.16000000000000014
ID00542,Female,23,Economics,8.0,4.6,6,69.9,Type_C,2.51,2.53,0.020000000000000018
ID00543,Male,18,Computer Science,9.9,4.5,11,74.2,Type_C,3.67,3.84,0.16999999999999993
ID00544,Female,18,Computer Science,6.7,2.1,6,90.5,Type_A,2.93,3.33,0.3999999999999999
ID00545,Female,24,Computer Science,5.9,8.0,8,73.1,Type_B,3.57,3.54,-0.029999999999999805
ID00546,Male,19,Business,7.3,4.1,10,100.0,Type_A,3.08,3.25,0.16999999999999993
ID00547,Male,20,Business,5.6,6.1,11,100.0,Type_B,4.0,4.0,0.0
ID00548,Female,22,Psychology,6.4,2.8,7,97.1,Type_A,3.17,3.29,0.1200000000000001
ID00549,Male,21,Mathematics,7.7,5.2,10,83.2,Type_A,2.78,3.33,0.5500000000000003
ID00550,Female,24,Mathematics,6.2,4.3,7,100.0,Type_B,3.31,3.84,0.5299999999999998
